id,address,area,room,bathroom,garage,amenities,price,condo
2519351280,"Rua Coronel Joaquim Ferreira Lobo, 305 - Vila Nova Conceição, São Paulo - SP",35,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Garagem",R$ 2.600 /mês,R$ 2.150
2510571466,"Rua Michigan, 531 - Brooklin, São Paulo - SP",49,1,2,1,"Piscina
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.300 /mês,R$ 600
2519029778,"Rua Jacques Félix, 326 - Vila Nova Conceição, São Paulo - SP",56,2,1,1,Salão de festas,R$ 3.190 /mês,R$ 1.300
2519460114,"Rua Visconde de Itaboraí, 250 - Vila Azevedo, São Paulo - SP",96,3,2,2,"Piscina
Varanda gourmet
Academia
Churrasqueira
Elevador",R$ 2.390 /mês,R$ 920
2519468703,"Avenida Raimundo Pereira de Magalhães, 2730 - Jardim Íris, São Paulo - SP",52,2,1,1,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Portaria 24h",R$ 1.400 /mês,R$ 450
2518914478,"Rua Pedroso Alvarenga, 86 - Itaim Bibi, São Paulo - SP",106,3,3,1,"Área de serviço
Playground
Salão de festas",R$ 5.485 /mês,R$ 1.394
2519072623,"Rua Djalma Coelho, 195 - Sumarezinho, São Paulo - SP",40,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.700 /mês,R$ 700
2518917550,"Rua da Mata, 183 - Itaim Bibi, São Paulo - SP",116,3,2,1,"Ar-condicionado
Área de serviço
Playground
Salão de festas",R$ 5.085 /mês,R$ 1.804
2466162507,"Rua Doutor Homem de Melo, 239 - Perdizes, São Paulo - SP",130,3,3,2,"Piscina
Elevador
Condomínio fechado
Área de serviço
Jardim",R$ 5.000 /mês,R$ 1.600
2516966789,"Vila Ester Zona Norte, São Paulo - SP",57,2,1,2,"Piscina
Churrasqueira
Elevador
Cozinha
Área de serviço",R$ 1.790 /mês,R$ 796
2472542192,"Avenida Rangel Pestana, 1088 - Brás, São Paulo - SP",33,1,1,--,"Academia
Churrasqueira
Elevador
Espaço gourmet
Playground",R$ 1.200 /mês,R$ 400
2519631531,"Avenida Nove de Julho, 5739 - Itaim Bibi, São Paulo - SP",80,1,2,1,"Área de serviço
Armário na cozinha
Interfone
TV a cabo",R$ 5.000 /mês,R$ 1.793
2491827082,"Rua Doutor Mário Vicente, 1416 - Ipiranga, São Paulo - SP",62,1,1,1,"Piscina
Churrasqueira
Varanda
Academia
Elevador",R$ 3.600 /mês,R$ 560
2518918875,"Rua Alvorada, 1244 - Vila Olímpia, São Paulo - SP",180,3,4,4,"Ar-condicionado
Área de serviço
Playground
Salão de festas
Escritório",R$ 8.990 /mês,R$ 2.250
2507135812,"Rua Victório Santim - Itaquera, São Paulo - SP",45,2,1,1,"Piscina
Churrasqueira
Área de serviço
Quadra poliesportiva
Armário na cozinha",R$ 1.150 /mês,R$ 290
2518603789,"Rua Martiniano de Carvalho, 308 - Bela Vista, São Paulo - SP",81,2,2,--,Armário na cozinha,R$ 1.990 /mês,R$ 160
2513607783,"Rua Bela Cintra, 222 - Consolação, São Paulo - SP",108,2,2,1,Condomínio fechado,R$ 4.900 /mês,R$ 1.032
2518052290,"Rua Afonso de Freitas, 504 - Paraíso, São Paulo - SP",104,3,2,2,"Área de serviço
Playground
Salão de festas",R$ 3.990 /mês,R$ 1.100
2519029489,"Alameda dos Aicás, 1028 - Moema, São Paulo - SP",116,3,2,1,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva",R$ 3.785 /mês,R$ 1.120
2513440199,"Rua Nebraska, 214 - Brooklin, São Paulo - SP",63,2,1,2,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 2.800 /mês,R$ 865
2519267800,"Jardins, São Paulo - SP",162,1,1,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 6.000 /mês,R$ 1.087
2518253182,"Rua Dionísio da Costa, 288 - Chácara Klabin, São Paulo - SP",36,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Garagem",R$ 3.170 /mês,R$ 487
2510539853,"Rua Leopoldo Couto Magalhães Júnior, 695 - Itaim Bibi, São Paulo - SP",62,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Área de serviço",R$ 6.500 /mês,R$ 1.576
2519470608,"Rua Teodoro Sampaio, 1812 - Pinheiros, São Paulo - SP",10,2,2,--,"Área de serviço
Portaria 24h
Armário embutido no quarto
Banheiro de serviço
Hall de entrada",R$ 1.800 /mês,R$ 718
2516585845,"Rua Maria José da Conceição, 75 - Vila Andrade, São Paulo - SP",58,2,1,2,"Piscina
Academia
Churrasqueira
Área de serviço
Jardim",R$ 2.000 /mês,R$ 485
2519027457,"Avenida Doutor Cardoso de Melo, 841 - Vila Olímpia, São Paulo - SP",35,1,1,1,Salão de festas,R$ 3.470 /mês,R$ 800
2518632274,"Rua Caiubi, 846 - Perdizes, São Paulo - SP",60,2,1,2,"Área de serviço
Playground
Quadra poliesportiva",R$ 3.190 /mês,R$ 880
2517288043,"Rua Mateus Grou, 260 - Pinheiros, São Paulo - SP",70,2,1,--,"Ar-condicionado
Cozinha
Condomínio fechado",R$ 2.400 /mês,R$ 186
2518478932,"Rua Pereira da Nóbrega - Vila Monumento, São Paulo - SP",85,3,2,2,"Piscina
Elevador
Quadra poliesportiva
Salão de festas
Salão de jogos",R$ 2.200 /mês,R$ 894
2518052291,"Rua Doutor Augusto de Miranda, 1251 - Pompeia, São Paulo - SP",75,3,2,1,"Área de serviço
Playground
Salão de festas
Salão de jogos",R$ 3.440 /mês,R$ 920
2516149825,"Avenida Itaboraí - Bosque da Saúde, São Paulo - SP",113,3,4,2,"Cozinha
Área de serviço
Perto de vias de acesso
Próximo a transporte público",R$ 4.300 /mês,R$ 850
2513312802,"Avenida Hélio Pellegrino - Vila Nova Conceição, São Paulo - SP",233,3,5,4,"Piscina
Academia
Ar-condicionado
Condomínio fechado",R$ 25.000 /mês,R$ 2.760
2519311673,"Rua Guararapes, 225 - Brooklin, São Paulo - SP",113,3,2,2,"Área de serviço
Playground
Salão de festas
Copa",R$ 4.185 /mês,R$ 1.140
2496524783,"Rua Doutor Dolzani, 3 - Jardim da Glória, São Paulo - SP",50,1,1,1,"Academia
Elevador
Condomínio fechado
Jardim
Área de serviço",R$ 2.000 /mês,R$ 530
2515069076,"Rua Silva Correia, 81 - Vila Nova Conceição, São Paulo - SP",205,3,3,--,Armário na cozinha,R$ 10.000 /mês,R$ 2.350
2516813122,"Rua Paulistânia, 111 - Vila Madalena, São Paulo - SP",36,1,1,1,"Piscina
Academia
Ar-condicionado
Elevador
Área de serviço",R$ 3.600 /mês,R$ 450
2489726173,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",68,1,2,2,"Mobiliado
Piscina
Ar-condicionado
Perto de vias de acesso
Próximo a shopping",R$ 6.490 /mês,R$ 2.065
2477446603,"Cidade Monções, São Paulo - SP",209,3,5,4,"Piscina
Varanda gourmet
Churrasqueira
Academia
Elevador",R$ 13.000 /mês,R$ 1.990
2497592093,"Morumbi, São Paulo - SP",96,3,2,2,"Mobiliado
Piscina
Varanda
Academia
Churrasqueira",R$ 5.099 /mês,R$ 1.990
2518919090,"Rua Doutor Fadlo Haidar, 94 - Vila Olímpia, São Paulo - SP",100,3,2,2,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Copa",R$ 4.490 /mês,R$ 1.058
2518428732,"Avenida Pavão, 78 - Moema, São Paulo - SP",90,3,2,2,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Salão de jogos",R$ 3.490 /mês,R$ 1.265
2518882822,"Rua Simpatia, 160 - Vila Madalena, São Paulo - SP",70,2,2,2,"Área de serviço
Salão de festas
Escritório",R$ 3.185 /mês,R$ 1.200
2517107987,"Rua Tabapuã, 281 - Itaim Bibi, São Paulo - SP",125,2,2,--,"Área de serviço
Salão de festas",R$ 4.985 /mês,R$ 1.800
2510918498,"Avenida Santa Inês - Parque Mandaqui, São Paulo - SP",85,3,2,2,"Varanda
Academia
Área de serviço
Jardim
Playground",R$ 2.000 /mês,R$ 700
2518770086,"Rua Pedroso Alvarenga, 86 - Itaim Bibi, São Paulo - SP",106,3,3,1,"Área de serviço
Playground
Salão de festas",R$ 5.485 /mês,R$ 1.394
2514293653,"Rua Joseph Nigri, 147 - Jardim das Perdizes, São Paulo - SP",69,2,2,1,"Área de serviço
Playground
Salão de festas",R$ 4.496 /mês,R$ 837
2518632081,"Rua Alves Guimarães, 921 - Pinheiros, São Paulo - SP",129,4,3,2,"Ar-condicionado
Área de serviço
Salão de festas
Quadra poliesportiva
Salão de jogos",R$ 5.785 /mês,R$ 870
2518580482,"Rua Flórida, 103 - Cidade Monções, São Paulo - SP",39,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.000 /mês,R$ 550
2517173534,"Rua Santa Justina, 88 - Vila Olímpia, São Paulo - SP",80,2,2,1,"Varanda
Elevador
Interfone",R$ 2.800 /mês,R$ 642
2514295594,"Rua Joseph Nigri, 147 - Perdizes, São Paulo - SP",69,2,2,1,"Varanda
Elevador
Interfone",R$ 4.496 /mês,R$ 837
2519315986,"Rua Roma, 71 - Vila Romana, São Paulo - SP",62,2,1,1,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Salão de jogos",R$ 3.190 /mês,R$ 580
2516562193,"Rua Michigan - Brooklin, São Paulo - SP",34,1,1,1,"Piscina
Churrasqueira
Quadra poliesportiva",R$ 3.000 /mês,R$ 650
2517537800,"Rua Cristiano Viana, 396 - Pinheiros, São Paulo - SP",90,2,3,1,Área de serviço,R$ 3.490 /mês,R$ 1.000
2518957008,"Rua Caiubi, 846 - Perdizes, São Paulo - SP",55,2,1,2,"Ar-condicionado
Área de serviço
Playground
Quadra poliesportiva",R$ 2.690 /mês,R$ 820
2517565588,"Rua Maracá - Vila Nova Conceição, São Paulo - SP",57,2,2,1,"Piscina
Varanda
Churrasqueira
Elevador
Sistema de alarme",R$ 1.850 /mês,R$ 687
2510984797,"Rua Campo Verde, 330 - Jardim Europa, São Paulo - SP",258,2,4,4,"Mobiliado
Piscina
Academia
Garagem
Cozinha",R$ 50.000 /mês,R$ 687
2515005199,"Rua Casa do Ator, 435 - Vila Olímpia, São Paulo - SP",70,2,2,1,"Mobiliado
Piscina
Academia
Garagem
Cozinha",R$ 2.900 /mês,R$ 950
2513628302,"Rua Harmonia, 662 - Vila Madalena, São Paulo - SP",46,1,1,1,"Mobiliado
Piscina
Academia
Garagem
Cozinha",R$ 2.782 /mês,R$ 700
2518277240,"Rua José Maria Lisboa, 534 - Jardim Paulista, São Paulo - SP",86,2,1,1,"Área de serviço
Salão de festas",R$ 3.490 /mês,R$ 1.391
2518882388,"Rua Pará, 241 - Higienópolis, São Paulo - SP",196,3,2,1,Área de serviço,R$ 5.485 /mês,R$ 2.400
2499340973,"Rua Amambaí - Vila Maria, São Paulo - SP",40,1,1,--,Área de serviço,R$ 1.000 /mês,R$ 2.400
2516413654,"Rua Guiratinga - Chácara Inglesa, São Paulo - SP",55,2,1,1,"Mobiliado
Piscina
Varanda
Churrasqueira
Elevador",R$ 1.600 /mês,R$ 900
2517108574,"Rua Quatá, 835 - Vila Olímpia, São Paulo - SP",52,1,1,1,"Área de serviço
Playground
Salão de festas
Salão de jogos",R$ 3.585 /mês,R$ 973
2518173219,"Alameda Lorena, 1858 - Cerqueira César, São Paulo - SP",310,3,4,3,"Salão de festas
Escritório",R$ 20.990 /mês,R$ 4.500
2512944741,"Consolação, São Paulo - SP",30,1,1,1,"Salão de festas
Escritório",R$ 1.800 /mês,R$ 600
2494500963,"Rua da Consolação, 1515 - Consolação, São Paulo - SP",35,1,1,1,"Salão de festas
Escritório",R$ 4.200 /mês,R$ 600
2518918880,"Rua Clodomiro Amazonas, 31 - Itaim Bibi, São Paulo - SP",82,2,1,1,Área de serviço,R$ 3.490 /mês,R$ 949
2517538196,"Rua Alagoas, 101 - Higienópolis, São Paulo - SP",180,3,3,2,"Ar-condicionado
Área de serviço",R$ 6.590 /mês,R$ 2.516
2519029677,"Rua Bela Cintra, 1332 - Cerqueira César, São Paulo - SP",140,3,2,1,Área de serviço,R$ 5.985 /mês,R$ 1.750
2517547973,"Rua Ipanema, 686 - Móoca, São Paulo - SP",51,2,1,1,"Piscina
Academia
Churrasqueira
Elevador
Condomínio fechado",R$ 1.750 /mês,R$ 440
2457829479,"Rua Itapaiuna, 1800 - Villaggio Panamby, São Paulo - SP",207,4,5,3,"Piscina
Mobiliado
Churrasqueira
Academia
Elevador",R$ 13.000 /mês,R$ 2.000
2509306403,"Rua Zike Tuma, 142 - Jardim Ubirajara, São Paulo - SP",80,2,2,1,"Piscina
Academia
Jardim
Playground
Salão de festas",R$ 1.500 /mês,R$ 700
2519269027,"Rua Conselheiro Furtado, 1265 - Liberdade, São Paulo - SP",53,1,1,1,"Piscina
Academia
Jardim
Playground
Salão de festas",R$ 2.000 /mês,R$ 622
2517540479,"Alameda Casa Branca, 605 - Jardim Paulista, São Paulo - SP",226,3,3,2,"Área de serviço
Playground
Salão de festas
Copa",R$ 8.990 /mês,R$ 1.725
2502892244,"Rua Primeiro de Janeiro - Vila Clementino, São Paulo - SP",87,3,3,2,"Piscina
Varanda gourmet
Churrasqueira
Academia
Elevador",R$ 4.600 /mês,R$ 751
2518809090,"Avenida Jacutinga, 88 - Moema, São Paulo - SP",70,2,2,1,"Elevador
Condomínio fechado
Área de serviço
Portaria 24h
Armário embutido",R$ 1.300 /mês,R$ 1.441
2514705944,"Rua Jorge Tibiriçá, 77 - Vila Mariana, São Paulo - SP",52,2,2,1,"Piscina
Aquecimento",R$ 2.800 /mês,R$ 1.000
2517815794,"Alameda Jaú - Jardim Paulista, São Paulo - SP",130,2,3,2,"Piscina
Academia
Cozinha
Segurança 24h
Playground",R$ 7.775 /mês,R$ 3.148
2517287678,"Rua Professor Atílio Innocenti, 957 - Vila Olímpia, São Paulo - SP",60,2,1,1,"Mobiliado
Piscina
Churrasqueira
Garagem
Depósito",R$ 3.900 /mês,R$ 1.500
2519344696,"Rua Frei Duarte Jorge de Mendonça, 67 - Vila Andrade, São Paulo - SP",33,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 1.600 /mês,R$ 500
2519536866,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",70,2,2,1,"Ar-condicionado
Cozinha",R$ 3.250 /mês,R$ 1.600
2504243827,"Rua Inhambú - Moema, São Paulo - SP",403,4,6,5,"Piscina
Churrasqueira
Varanda
Academia
Elevador",R$ 55.000 /mês,R$ 7.500
2517472797,"Alameda Itu - Jardim Paulista, São Paulo - SP",45,1,1,1,"Piscina
Mobiliado
Varanda
Academia
Elevador",R$ 4.000 /mês,R$ 750
2519584309,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",37,1,1,1,"Mobiliado
Academia
Churrasqueira
Ar-condicionado
Cozinha",R$ 1.500 /mês,R$ 1.000
2519585087,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",37,1,1,1,"Mobiliado
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.450 /mês,R$ 1
2494139073,"Rua Brás Cardoso, 100 - Vila Nova Conceição, São Paulo - SP",42,1,1,1,"Mobiliado
Piscina
Academia
Elevador
Condomínio fechado",R$ 2.200 /mês,R$ 1.000
2509197496,"Rua Nhu-Guaçu, 270 - Nova Piraju, São Paulo - SP",70,3,2,1,"Piscina
Academia
Ar-condicionado
Elevador
Jardim",R$ 2.077 /mês,R$ 1.025
2518429574,"Rua Doutor José Áureo Bustamante, 183 - Chácara Santo Antônio, São Paulo - SP",97,3,3,2,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Salão de jogos",R$ 4.490 /mês,R$ 1.105
2509120552,"Limão, São Paulo - SP",48,1,1,1,"Piscina
Interfone",R$ 1.100 /mês,R$ 599
2519585088,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",24,1,1,1,"Mobiliado
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.300 /mês,R$ 1
2519143079,"Rua Avanhandava, 65 - Bela Vista, São Paulo - SP",25,1,1,--,"Mobiliado
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 2.700 /mês,R$ 455
2515869283,"Avenida Miruna, 457 - Moema, São Paulo - SP",115,3,4,2,"Piscina
Varanda
Elevador
Condomínio fechado
Área de serviço",R$ 3.200 /mês,R$ 1.200
2518687554,"Rua Guararapes - Brooklin, São Paulo - SP",52,1,1,1,"Mobiliado
Piscina
Academia
Churrasqueira
Ar-condicionado",R$ 3.650 /mês,R$ 715
2518996399,"Rua Major Quedinho, 224 - Bela Vista, São Paulo - SP",47,1,2,1,"Piscina
Varanda
Academia
Ar-condicionado
Cozinha",R$ 2.200 /mês,R$ 620
2486647247,"Rua Mirassol, 216 - Vila Clementino, São Paulo - SP",125,4,2,3,Varanda,R$ 5.500 /mês,R$ 620
2519611789,"Rua Tenente Negrão, 200 - Itaim Bibi, São Paulo - SP",36,1,1,1,"Mobiliado
Piscina
Varanda
Academia
Ar-condicionado",R$ 1.610 /mês,R$ 1.600
2503228586,"Avenida Padre Pereira de Andrade, 545 - Boaçava, São Paulo - SP",165,3,4,2,"Piscina
Churrasqueira
Academia
Elevador
Condomínio fechado",R$ 5.000 /mês,R$ 2.500
2515706300,"Rua Novo Oriente do Piauí, 765 - Vila Sílvia, São Paulo - SP",54,2,1,1,"Cozinha
Área de serviço",R$ 1.000 /mês,R$ 217
2517494621,"Rua Piauí, 650 - Higienópolis, São Paulo - SP",217,3,3,3,"Área de serviço
Armário na cozinha",R$ 7.000 /mês,R$ 2.257
2519227015,"Rua Alagoas, 337 - Higienópolis, São Paulo - SP",70,2,2,1,"Piscina
Churrasqueira
Condomínio fechado
Jardim
Portaria 24h",R$ 2.600 /mês,R$ 960
2511762309,"Rua Alexandrino da Silveira Bueno - Cambuci, São Paulo - SP",45,2,1,--,"Academia
Churrasqueira
Elevador
Condomínio fechado
Área de serviço",R$ 1.500 /mês,R$ 217
2516235862,"Rua Domingos Fasolari - Casa Verde, São Paulo - SP",40,1,1,1,"Academia
Condomínio fechado
Jardim
Salão de festas
Salão de jogos",R$ 1.300 /mês,R$ 661
2515563131,"Rua Bahia - Higienópolis, São Paulo - SP",130,3,3,2,"Elevador
Condomínio fechado
Área de serviço
Aceita animais
Jardim",R$ 6.000 /mês,R$ 1.230
2517440301,"Praça Júlio Mesquita, 20 - Santa Ifigênia, São Paulo - SP",55,2,1,--,"Área de serviço
Interfone
Sala de jantar",R$ 1.500 /mês,R$ 600
2487837597,"Avenida Angélica, 361 - Santa Cecília, São Paulo - SP",45,1,1,1,Elevador,R$ 1.100 /mês,R$ 556
2517299388,"Vila Guarani, São Paulo - SP",71,2,2,1,"Jardim
Salão de festas
Salão de jogos",R$ 1.900 /mês,R$ 555
2510921508,"Rua Martiniano de Carvalho, 1049 - Bela Vista, São Paulo - SP",63,2,1,1,"Piscina
Academia
Ar-condicionado
Condomínio fechado
Aceita animais",R$ 3.500 /mês,R$ 1.123.000
2518277241,"Avenida São Gabriel, 339 - Itaim Bibi, São Paulo - SP",77,2,2,1,Mobiliado,R$ 8.485 /mês,R$ 1.071
2518918220,"Rua Leopoldo Couto Magalhães Júnior, 695 - Itaim Bibi, São Paulo - SP",60,1,1,2,"Ar-condicionado
Área de serviço
Salão de festas",R$ 6.140 /mês,R$ 1.577
2509730001,"Rua Catão - Vila Romana, São Paulo - SP",76,2,1,--,"Elevador
Área de serviço
Mais de um andar",R$ 1.500 /mês,R$ 681
2512187563,"Avenida Nove de Julho, 1510 - Bela Vista, São Paulo - SP",35,1,1,1,"Piscina
Elevador
Condomínio fechado
Área de serviço
Aceita animais",R$ 1.200 /mês,R$ 441
2516703079,"Rua Alfredo Mendes da Silva, 395 - Jardim Jussara, São Paulo - SP",58,2,2,1,"Piscina
Academia
Elevador
Aceita animais
Jardim",R$ 2.200 /mês,R$ 441
2519314008,"Rua Guararapes, 225 - Brooklin, São Paulo - SP",113,3,2,2,"Área de serviço
Playground
Salão de festas
Copa",R$ 4.190 /mês,R$ 1.140
2513479510,"Rua Teodoro Sampaio - Pinheiros, São Paulo - SP",90,2,2,--,"Elevador
Área de serviço
Mais de um andar",R$ 2.200 /mês,R$ 430
2518429478,"Rua Doutor Diogo de Faria, 1104 - Vila Clementino, São Paulo - SP",66,2,2,1,"Área de serviço
Salão de festas",R$ 3.185 /mês,R$ 999
2519584281,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",37,1,1,1,"Mobiliado
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.450 /mês,R$ 1
2519584280,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",37,1,1,1,"Mobiliado
Academia
Churrasqueira
Ar-condicionado
Cozinha",R$ 1.500 /mês,R$ 1.000
2518880867,"Rua Cardoso de Almeida, 898 - Perdizes, São Paulo - SP",137,3,2,1,"Área de serviço
Salão de festas",R$ 3.490 /mês,R$ 1.630
2498698909,"Avenida Angélica - Higienópolis, São Paulo - SP",72,2,1,1,"Elevador
Área de serviço
Jardim
Salão de festas
Perto de vias de acesso",R$ 2.499 /mês,R$ 967
2518916963,"Rua Professor Tamandaré Toledo, 104 - Itaim Bibi, São Paulo - SP",360,4,5,3,"Varanda gourmet
Área de serviço
Salão de festas
Copa",R$ 13.985 /mês,R$ 2.900
2212655475,"Rua Botelho - Saúde, São Paulo - SP",72,3,1,2,"Piscina
Varanda
Academia
Churrasqueira
Playground",R$ 2.400 /mês,R$ 400
2519140275,"Rua Lisboa, 518 - Pinheiros, São Paulo - SP",96,3,3,2,"Área de serviço
Playground",R$ 5.590 /mês,R$ 1.012
2516702425,"Rua Pedroso Alvarenga, 220 - Itaim Bibi, São Paulo - SP",98,3,3,1,"Cozinha
Aquecimento",R$ 4.000 /mês,R$ 1.287
2507348626,"Rua Genebra, 163 - Bela Vista, São Paulo - SP",28,1,1,--,"Elevador
Cozinha
Área de serviço
Interfone
Lavanderia",R$ 1.100 /mês,R$ 333
2519029779,"Rua Bela Cintra, 2183 - Cerqueira César, São Paulo - SP",170,3,2,2,"Ar-condicionado
Área de serviço
Closet",R$ 11.985 /mês,R$ 2.410
2517537922,"Rua Caraíbas, 1199 - Sumaré, São Paulo - SP",120,3,2,1,"Área de serviço
Playground
Salão de festas
Quadra poliesportiva
Closet",R$ 3.485 /mês,R$ 941
2518277239,"Avenida Pavão, 853 - Moema, São Paulo - SP",150,3,4,2,"Área de serviço
Playground
Salão de festas",R$ 3.485 /mês,R$ 1.900
2519351279,"Alameda Ministro Rocha Azevedo, 38 - Jardins, São Paulo - SP",136,3,2,2,"Mobiliado
Piscina
Varanda
Academia
Ar-condicionado",R$ 8.900 /mês,R$ 7.500
2519750813,"Avenida Doutor Cardoso de Melo, 122 - Vila Olímpia, São Paulo - SP",86,3,2,2,"Área de serviço
Playground
Salão de festas",R$ 3.485 /mês,R$ 1.050
2518925861,"Alameda Campinas, 557 - Jardim Paulista, São Paulo - SP",180,3,2,1,"Área de serviço
Salão de festas",R$ 5.985 /mês,R$ 1.590
2519583083,"Avenida Ibijaú, 364 - Moema, São Paulo - SP",24,1,1,1,"Mobiliado
Varanda
Academia
Churrasqueira
Ar-condicionado",R$ 3.300 /mês,R$ 1
2517357577,"Alameda Jaú, 1866 - Cerqueira César, São Paulo - SP",140,3,2,1,"Área de serviço
Salão de festas",R$ 4.788 /mês,R$ 2.295
2514398186,"Rua Joseph Nigri, 147 - Perdizes, São Paulo - SP",69,2,2,1,"Área de serviço
Salão de festas",R$ 3.943 /mês,R$ 837
2518050428,"Rua Haddock Lobo, 959 - Cerqueira César, São Paulo - SP",113,2,3,2,"Mobiliado
Piscina
Ar-condicionado
Salão de festas
Quadra poliesportiva",R$ 5.985 /mês,R$ 1.849
2507790123,"Rua Paraguaçu, 216 - Perdizes, São Paulo - SP",200,3,4,3,"Mobiliado
Piscina
Ar-condicionado
Salão de festas
Quadra poliesportiva",R$ 8.000 /mês,R$ 3.200
2510821747,"Rua Urussuí, 100 - Itaim Bibi, São Paulo - SP",62,1,1,1,"Mobiliado
Piscina
Academia
Ar-condicionado
Elevador",R$ 5.000 /mês,R$ 1.000
2519029492,"Rua Diogo de Quadros, 340 - Brooklin, São Paulo - SP",65,2,2,1,"Ar-condicionado
Área de serviço
Playground
Salão de festas",R$ 3.790 /mês,R$ 700
2519399284,"Estrada do Campo Limpo, 5930 - Campo Limpo, São Paulo - SP",52,2,1,1,"Academia
Churrasqueira
Elevador
Condomínio fechado
Aceita animais",R$ 1.200 /mês,R$ 400
2516053306,"Rua Fábia, 50 - Vila Romana, São Paulo - SP",105,3,2,2,"Área de serviço
Playground
Salão de festas",R$ 3.485 /mês,R$ 1.100
2517752208,"Rua Maria Antônia, 287 - Consolação, São Paulo - SP",45,1,1,--,"Área de serviço
Playground
Salão de festas",R$ 1.900 /mês,R$ 400
2518917838,"Alameda Franca, 279 - Jardim Paulista, São Paulo - SP",230,3,3,1,"Mobiliado
Ar-condicionado
Área de serviço
Closet
Lareira",R$ 7.990 /mês,R$ 3.000
2517308091,"Pinheiros, São Paulo - SP",220,3,3,2,"Quintal
Churrasqueira
Área de serviço
Armário na cozinha
Interfone",R$ 8.000 /mês,R$ 2.240
2484686195,"Rua Leopoldo de Bulhões, 35 - Vila Clementino, São Paulo - SP",40,2,2,--,"Mobiliado
Piscina
Varanda gourmet
Academia
Churrasqueira",R$ 2.500 /mês,R$ 2.100
2518997116,"Rua Edson, 953 - Campo Belo, São Paulo - SP",64,2,2,1,"Varanda
Churrasqueira
Elevador
Cozinha
Área de serviço",R$ 2.700 /mês,R$ 878
2518912113,"Rua Doutor Mário Ferraz, 339 - Itaim Bibi, São Paulo - SP",102,2,2,2,"Ar-condicionado
Área de serviço
Closet",R$ 14.985 /mês,R$ 1.978
2438775817,"Avenida Presidente Juscelino Kubitschek - Itaim Bibi, São Paulo - SP",54,1,1,1,"Mobiliado
Piscina
Varanda
Varanda gourmet
Academia",R$ 7.000 /mês,R$ 750
2517537793,"Rua Alvorada, 1244 - Vila Olímpia, São Paulo - SP",180,3,4,4,"Ar-condicionado
Área de serviço
Playground
Salão de festas
Escritório",R$ 8.990 /mês,R$ 2.250
2507839598,"Avenida Doutor Cardoso de Melo, 451 - Vila Olímpia, São Paulo - SP",69,2,2,1,Elevador,R$ 2.300 /mês,R$ 942
2517905075,"Rua das Flechas, 649 - Vila Santa Catarina, São Paulo - SP",65,2,2,1,"Piscina
Varanda gourmet
Academia
Churrasqueira
Ar-condicionado",R$ 2.800 /mês,R$ 400
2517108084,"Rua Bueno Brandão, 435 - Vila Nova Conceição, São Paulo - SP",102,3,2,2,"Playground
Salão de festas
Salão de jogos",R$ 5.490 /mês,R$ 1.500
2518632078,"Avenida Doutor Cardoso de Melo, 630 - Vila Olímpia, São Paulo - SP",49,1,1,1,"Mobiliado
Ar-condicionado
Salão de festas
Salão de jogos",R$ 3.485 /mês,R$ 700
2517780257,"Vila Prel, São Paulo - SP",81,3,3,1,"Varanda
Garagem
Cozinha
Lavanderia",R$ 1.950 /mês,R$ 550
2518943354,"Rua Alexandre Dumas, 1410 - Chácara Santo Antônio, São Paulo - SP",143,3,5,2,"Piscina
Varanda gourmet
Mobiliado
Churrasqueira
Academia",R$ 9.000 /mês,R$ 980
2515908516,"Rua Washington Luís, 98 - Centro, São Paulo - SP",25,1,1,--,"Piscina
Churrasqueira
Elevador
Cozinha
Área de serviço",R$ 1.800 /mês,R$ 285
